plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision
57,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-01,high,2026-03-12,ab13020e2b,ab13020e2b22d45bf0a9b66930af4d555904a3f5,Charles Bochet,Fix wrong uuid error on field metadata (#18598),core product bug fix,"packages/twenty-sdk (3), packages/twenty-front (1), packages/twenty-server (1)",5,10,16,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/ab13020e2b22d45bf0a9b66930af4d555904a3f5,no
58,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,high,2026-03-13,0641e07ca6,0641e07ca6f61f14f4cef1621cb1fec1fb71d78b,Baptiste Devessier,Bring back relations notes tasks targets (#18600),core app change worth pulling,"packages/twenty-server (3), packages/twenty-front (1), packages/twenty-shared (1)",5,453,410,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/0641e07ca6f61f14f4cef1621cb1fec1fb71d78b,no
59,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-16,e552704201,e552704201342942f5d3d825875eea72a1a3ce34,nitin,fix: add viewFieldGroupId to ViewField fragment and connect page layout selectors to live metadata store (#18676),core product bug fix,packages/twenty-front (5),5,57,57,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/e552704201342942f5d3d825875eea72a1a3ce34,no
60,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-18,fb5b68f1d8,fb5b68f1d8eb6f82ba3c58a5950d4b99f821b927,neo773,Skip threads with no participants in timeline formatting (#18725),core app change worth pulling,packages/twenty-server (1),1,21,18,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/fb5b68f1d8eb6f82ba3c58a5950d4b99f821b927,no
61,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-18,a8c445a1c2,a8c445a1c28e0f70ed799555b4ea35f86386971d,neo773,Treat Microsoft Graph 400 with empty body as transient error (#18726),core app change worth pulling,packages/twenty-server (1),1,9,0,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/a8c445a1c28e0f70ed799555b4ea35f86386971d,no
62,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-18,394a3cef15,394a3cef15aefaae0ddc639f50b28155fa041624,Charles Bochet,fix: restore ViewFilter value stringification lost in converter removal (#18745),core product bug fix,packages/twenty-front (2),2,12,4,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/394a3cef15aefaae0ddc639f50b28155fa041624,no
63,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-19,8005b35b56,8005b35b56838fa03a959b74d0a92bf482fbba29,BugIsGod,Fix relation connect where failing on mixed-case email and URL (#18605),core product bug fix,"packages/twenty-server (7), packages/twenty-front (2)",9,362,17,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/8005b35b56838fa03a959b74d0a92bf482fbba29,no
64,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-20,217adc8d17,217adc8d177dd109228bb5075fe2f6b0041eb666,Charles Bochet,fix: add missing LEFT JOIN for relation fields in groupBy orderByForRecords (#18798),core product bug fix,packages/twenty-server (3),3,157,7,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/217adc8d177dd109228bb5075fe2f6b0041eb666,no
65,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,high,2026-03-21,cd651f57cb,cd651f57cba97fe4fd8fa119d1f7b8cb3307ecba,oniani1,fix: prevent blank subdomain from being saved (#18812),core product bug fix,"packages/twenty-front (14), packages/twenty-shared (7), packages/twenty-server (4), packages/{twenty-server (1)",26,803,394,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/cd651f57cba97fe4fd8fa119d1f7b8cb3307ecba,no
66,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,high,2026-03-21,d69e4d7008,d69e4d7008068475b8d6e0730b8063312c0f44c8,oniani1,fix: prevent FIND_RECORDS from silently dropping unresolved filter variables (#18814),core product bug fix,"packages/twenty-shared (10), packages/twenty-front (5), packages/twenty-server (1)",16,370,92,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/d69e4d7008068475b8d6e0730b8063312c0f44c8,no
67,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-02,medium,2026-03-22,246afe0f2a,246afe0f2a02ecdfb059a0a604a9bc4ea2b61d94,neo773,fix: skip chat messages query when thread ID is the unknown-thread default (#18828),core product bug fix,packages/twenty-front (1),1,4,1,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/246afe0f2a02ecdfb059a0a604a9bc4ea2b61d94,no
68,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-22,bdaff0b7e2,bdaff0b7e29c36e67a84b6cf57ac5bb0c1dc0ebc,Thomas Trompette,Fetch load more on group by (#18811),core app change worth pulling,packages/twenty-front (5),5,21,15,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/bdaff0b7e29c36e67a84b6cf57ac5bb0c1dc0ebc,no
69,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-24,27c0ca975f,27c0ca975ff5f7b56ec2412776e48a6956b73176,Abdul Rahman,Fix navigation “add before/after” insertion index (#18879),core product bug fix,packages/twenty-front (3),3,15,19,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/27c0ca975ff5f7b56ec2412776e48a6956b73176,no
70,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-24,c94aa7316a,c94aa7316af87eeb9e8e8b34abfc3967edb03044,Thomas Trompette,send X-Schema-Version header when metadataVersion is 0 (#18924),core app change worth pulling,"packages/twenty-front (1), packages/twenty-server (1)",2,3,3,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/c94aa7316af87eeb9e8e8b34abfc3967edb03044,no
71,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-25,e6bb39deea,e6bb39deea68a18f111e967d72a833423f7c9ab4,neo773,fix: reset throttle state on channel relaunch (#18843),core product bug fix,packages/twenty-server (3),3,80,0,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/e6bb39deea68a18f111e967d72a833423f7c9ab4,no
72,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-25,523289efad,523289efad708ac079a15d08fe3d6c8a1bba32cb,Paul Rastoin,Do not rollback on cache invalidation failure in workspace migration runner (#18947),core app change worth pulling,packages/twenty-server (1),1,26,19,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/523289efad708ac079a15d08fe3d6c8a1bba32cb,no
73,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-26,3c5796bdb0,3c5796bdb033c20d48b73e219588de9f90c0fba2,nitin,fix: handle dashboard filters referencing deleted fields (#18512),core product bug fix,packages/twenty-server (9),9,461,127,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/3c5796bdb033c20d48b73e219588de9f90c0fba2,no
74,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-26,c28e637ea7,c28e637ea752c2380dd2ac30025e7757ea5e49ba,Félix Malfait,fix: prevent empty array `id.in` filter in single record picker (#18995),core product bug fix,packages/twenty-front (1),1,6,3,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/c28e637ea752c2380dd2ac30025e7757ea5e49ba,no
75,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-26,e63a23ea00,e63a23ea002e307534a73e7c641a41a5c2775b73,Lucas Bordeau,Fix create new with filters (#18969),core product bug fix,packages/twenty-front (2),2,225,14,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/e63a23ea002e307534a73e7c641a41a5c2775b73,no
76,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-27,17424320e3,17424320e3a56110e688e8022212c7849b4ec93d,Charles Bochet,fix: gate command-menu-items query behind feature flag (#19029),core product bug fix,"packages/twenty-front (1), packages/twenty-server (1)",2,10,3,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/17424320e3a56110e688e8022212c7849b4ec93d,no
77,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-03,medium,2026-03-27,c2b058a6a7,c2b058a6a74ac181d2e974e8fecbfcc099097fec,neo773,fix: use workspace-generated id for core dual-write in message folder save (#19038),core product bug fix,packages/twenty-server (1),1,2,2,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/c2b058a6a74ac181d2e974e8fecbfcc099097fec,no
78,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-27,191a277ddf,191a277ddf2b7aa00d5de299886d0c3c7802f34b,Charles Bochet,fix: invalidate rolesPermissions cache + add Docker Hub auth to CI (#19044),permission cache invalidation,".github (9), packages/twenty-server (2)",11,84,1,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/191a277ddf2b7aa00d5de299886d0c3c7802f34b,no
79,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-27,cb44b22e15,cb44b22e1576253c3b855a63692c59511ecc1a5c,Charles Bochet,Fix INDEX view showing labelPlural instead of resolved view name in nav (#19049),core product bug fix,packages/twenty-front (4),4,239,100,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/cb44b22e1576253c3b855a63692c59511ecc1a5c,no
80,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-30,ef8789fad6,ef8789fad683be6bf82af49ef27893f298f7b5b9,neo773,fix: convert empty parentFolderId to null in messageFolder core dual-write (#19110),core product bug fix,packages/twenty-server (1),1,38,14,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/ef8789fad683be6bf82af49ef27893f298f7b5b9,no
81,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-30,1109b89cd7,1109b89cd7a70b5672ca2f96d0e56b4cd1effa89,Charles Bochet,fix: use Redis metadata version for GraphQL response cache key (#19111),core product bug fix,"packages/twenty-server (2), packages/twenty-e2e-testing (1)",3,13,5,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/1109b89cd7a70b5672ca2f96d0e56b4cd1effa89,no
82,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-30,d2cf05f4f4,d2cf05f4f4af74c84e07e4a0405b5bf83e2f964a,Etienne,Fix - Not shared message on record index (#19103),core product bug fix,"packages/twenty-front (11), packages/twenty-ui (4)",15,278,30,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/d2cf05f4f4af74c84e07e4a0405b5bf83e2f964a,no
83,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-03-31,e0630b8653,e0630b865303fbbb51f8c89f6a47f13ba2cb0bf7,Weiko,Fix TransactionNotStartedError (#19155),core product bug fix,packages/twenty-server (1),1,7,5,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/e0630b865303fbbb51f8c89f6a47f13ba2cb0bf7,no
84,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-04-02,b8e7179a85,b8e7179a855da125cebcbe6fcdbb435bf4733bae,Charles Bochet,Add missing index on viewField.viewFieldGroupId (#19253),missing DB index,packages/twenty-server (2),2,20,0,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/b8e7179a855da125cebcbe6fcdbb435bf4733bae,no
85,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-04-02,43baf7b91c,43baf7b91c724c5116ba2375594944e03cb52dbc,BugIsGod,fix: prepend UTF-8 BOM to fix non-Latin characters in csv (#19246),core product bug fix,packages/twenty-front (2),2,65,2,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/43baf7b91c724c5116ba2375594944e03cb52dbc,no
86,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-04-07,3f87d27d5d,3f87d27d5d919afb749ff1cee0ffdac013ef6459,oniani1,fix: use AND instead of OR in neq filter for null-equivalent values (#19071),core product bug fix,packages/twenty-server (1),1,1,1,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/3f87d27d5d919afb749ff1cee0ffdac013ef6459,no
87,2,Backend Correctness,2B,"Data, Query, and Cache Fixes",2B-04,medium,2026-04-07,601dc02ed7,601dc02ed71a7c6315c080e30d155fd2d3f56bf1,Paul Rastoin,Fix s3 driver empty objects (#19361),core product bug fix,packages/twenty-server (1),1,6,2,"Fix query semantics, data integrity, cache invalidation, and backend performance.","Exercise filters, relations, views, permissions, caching, and CSV/export flows.",https://github.com/twentyhq/twenty/commit/601dc02ed71a7c6315c080e30d155fd2d3f56bf1,no
